Trade Number,Profit/Loss,Cumulative Return
155,105.64854399311531,5754.192537108467
156,105.75419253710841,5859.946729645576
157,105.85994672964551,5965.806676375221
158,-52.98290333818758,5912.823773037034
159,105.91282377303699,6018.736596810071
160,106.01873659681002,6124.755333406882
161,106.12475533340682,6230.880088740289
162,106.23088008874025,6337.110968829029
163,106.337110968829,6443.448079797858
164,-53.2217240398989,6390.226355757959
165,-53.19511317787896,6337.03124258008
166,106.33703124258003,6443.368273822661
167,106.44336827382261,6549.811642096483
168,106.54981164209642,6656.36145373858
169,106.65636145373851,6763.017815192318
170,-53.38150890759613,6709.636306284722
171,-53.35481815314233,6656.28148813158
172,106.65628148813153,6762.937769619712
173,106.76293776961967,6869.700707389331
174,106.86970070738928,6976.570408096721
175,106.97657040809668,7083.546978504817
176,107.08354697850478,7190.630525483322
177,107.19063052548327,7297.821156008806
178,107.29782115600877,7405.118977164814
179,-53.70255948858238,7351.4164176762315
180,107.35141641767619,7458.767834093907
181,-53.72938391704693,7405.03845017686
182,107.40503845017682,7512.443488627037
183,107.512443488627,7619.955932115664
184,-53.80997796605781,7566.145954149606
185,107.56614595414956,7673.712100103756
186,107.6737121001037,7781.385812203859
187,107.78138581220381,7889.167198016063
188,-53.94458359900801,7835.2226144170545
189,107.83522261441702,7943.0578370314715
190,107.94305783703145,8051.000894868503
191,108.05100089486848,8159.051895763371
192,108.15905189576334,8267.210947659134
193,108.26721094765911,8375.478158606793
194,-54.187739079303384,8321.29041952749
195,108.32129041952744,8429.611709947018
196,108.42961170994698,8538.041321656965
197,-54.26902066082846,8483.772300996137
198,-54.24188615049805,8429.53041484564
199,-54.2147652074228,8375.315649638216
200,108.37531564963818,8483.690965287855
201,108.48369096528782,8592.174656253143
202,108.59217465625312,8700.766830909395
203,-54.35038341545468,8646.41644749394
204,108.6464164474939,8755.062863941435
205,-54.377531431970695,8700.685332509465
206,108.70068533250942,8809.386017841975
207,108.80938601784194,8918.195403859816
208,108.9181954038598,9027.113599263675
209,-54.51355679963183,8972.600042464044
210,-54.48630002123201,8918.113742442813
211,108.91811374244278,9027.031856185255
212,-54.513515928092616,8972.518340257162
213,108.97251834025715,9081.490858597419
214,-54.54074542929871,9026.95011316812
215,-54.51347505658405,8972.436638111536
216,108.97243663811153,9081.409074749648
217,-54.54070453737483,9026.868370212274
218,-54.513434185106135,8972.354936027168
219,108.97235493602716,9081.327290963196
220,109.0813272909632,9190.40861825416
221,109.19040861825414,9299.599026872414
222,-54.6497995134362,9244.949227358979
223,-54.62247461367947,9190.326752745299
224,109.19032675274528,9299.517079498044
225,-54.64975853974901,9244.867320958296
226,-54.62243366047914,9190.244887297817
227,-54.595122443648904,9135.649764854168
228,-54.56782488242708,9081.08193997174
229,109.08108193997174,9190.163021911712
230,-54.59508151095586,9135.567940400757
231,109.13556794040076,9244.703508341157
232,-54.62235175417059,9190.081156586986
233,-54.595040578293506,9135.486116008693
234,-54.56774305800435,9080.91837295069
235,-54.540459186475346,9026.377913764214
236,-54.51318895688211,8971.864724807332
237,-54.485932362403666,8917.378792444928
238,108.91737879244494,9026.296171237373
239,109.02629617123739,9135.32246740861
240,-54.567661233704314,9080.754806174906
241,-54.54037740308746,9026.214428771818
242,-54.513107214385926,8971.701321557432
243,-54.48585066077873,8917.215470896654
244,-54.45860773544834,8862.756863161205
245,108.86275686316124,8971.619620024367
246,-54.4858098100122,8917.133810214355
247,108.9171338102144,9026.05094402457
248,109.02605094402459,9135.076994968595
249,-54.56753849748432,9080.50945647111
250,-54.540254728235574,9025.969201742875
251,109.0259692017429,9134.995170944618
252,-54.567497585472324,9080.427673359145
253,109.08042767335917,9189.508101032505
254,-54.59475405051626,9134.913346981988
255,109.13491334698202,9244.04826032897
256,-54.6220241301645,9189.426236198804
257,-54.59471311809941,9134.831523080704
258,109.13483152308072,9243.966354603785
259,109.2439663546038,9353.210320958387
260,-54.67660516047921,9298.533715797908
261,109.29853371579793,9407.832249513707
262,109.40783224951375,9517.24008176322
263,109.51724008176328,9626.757321844983
264,109.62675732184503,9736.384079166828
265,-54.86819203958344,9681.515887127245
266,-54.840757943563645,9626.67512918368
267,109.62667512918375,9736.301804312865
268,109.73630180431292,9846.038106117177
269,109.84603810611723,9955.884144223295
270,109.95588414422335,10065.840028367518
271,110.06584002836756,10175.905868395887
272,-55.08795293419797,10120.817915461688
273,110.12081791546176,10230.93873337715
274,110.23093873337722,10341.169672110527
275,110.3411696721106,10451.510841782638
276,110.45151084178269,10561.962352624421
277,110.56196235262449,10672.524314977045
278,110.67252431497712,10783.196839292023
279,110.78319683929209,10893.980036131316
280,110.89398003613138,11004.874016167447
281,-55.502437008083746,10949.371579159362
282,-55.474685789579716,10893.896893369783
283,110.89389689336984,11004.790790263152
284,-55.5023953951316,10949.288394868021
285,-55.47464419743403,10893.813750670586
286,110.89381375067065,11004.707564421256
287,111.00470756442132,11115.712271985678
288,111.11571227198574,11226.827984257663
289,-55.61341399212887,11171.214570265534
290,111.1712145702656,11282.3857848358
291,111.28238578483587,11393.668170620636
292,111.39366817062071,11505.061838791256
293,111.50506183879133,11616.566900630049
294,111.61656690063012,11728.183467530678
295,111.72818346753076,11839.911650998209
296,111.83991165099829,11951.751562649208
297,111.95175156264929,12063.703314211856
298,112.06370331421195,12175.767017526068
299,-56.08788350876307,12119.679134017306
300,112.11967913401739,12231.798813151323
301,112.23179881315141,12344.030611964474
302,-56.172015305982285,12287.858596658492
303,112.28785859665857,12400.146455255152
304,-56.20007322762762,12343.946382027523
305,112.3439463820276,12456.29032840955
306,112.45629032840964,12568.74661873796
307,-56.284373309369016,12512.46224542859
308,112.51246224542865,12624.97470767402
309,112.6249747076741,12737.599682381695
310,112.73759968238178,12850.337282064076
311,112.85033728206416,12963.18761934614
312,-56.481593809673114,12906.706025536467
313,112.90670602553655,13019.612731562003
314,113.0196127315621,13132.632344293565
315,113.13263234429365,13245.764976637858
316,-56.622882488318965,13189.14209414954
317,113.18914209414962,13302.33123624369
318,113.30233123624379,13415.633567479934
319,113.41563356748003,13529.049201047414
320,-56.76452460052375,13472.28467644689
321,113.47228467644698,13585.756961123338
322,-56.79287848056172,13528.964082642777
323,113.52896408264287,13642.49304672542
324,-56.82124652336276,13585.671800202057
325,113.58567180020214,13699.257472002259
326,-56.84962873600117,13642.407843266257
327,113.64240784326635,13756.050251109524
328,113.75605025110961,13869.806301360633
329,113.86980630136071,13983.676107661993
330,113.98367610766206,14097.659783769655
331,114.09765978376973,14211.757443553424
332,-57.10587872177675,14154.651564831647
333,-57.07732578241586,14097.57423904923
334,114.09757423904931,14211.67181328828
335,114.21167181328836,14325.883485101567
336,114.32588348510163,14440.20936858667
337,-57.220104684293375,14382.989263902376
338,-57.19149463195122,14325.797769270424
339,114.32579776927048,14440.123567039695
340,114.44012356703978,14554.563690606734
341,114.55456369060681,14669.11825429734
342,-57.33455912714871,14611.783695170192
343,114.61178369517025,14726.395478865363
344,114.72639547886543,14841.121874344228
345,114.84112187434431,14955.962996218572
346,-57.47798149810932,14898.485014720463
347,114.89848501472052,15013.383499735184
348,115.01338349973524,15128.39688323492
349,-57.56419844161749,15070.832684793302
350,115.07083268479337,15185.903517478095
351,-57.59295175873908,15128.310565719356
352,115.12831056571943,15243.438876285076
353,115.24343887628515,15358.68231516136
354,115.35868231516145,15474.040997476523
355,115.4740409974766,15589.515038473999
356,115.58951503847408,15705.104553512474
357,115.70510455351256,15820.809658065986
358,115.82080965806607,15936.630467724051
359,115.93663046772413,16052.567098191776
360,-58.02628354909592,15994.54081464268
361,115.99454081464276,16110.535355457323
362,116.11053535545742,16226.64589081278
363,116.22664589081285,16342.872536703593
364,-58.17143626835184,16284.70110043524
365,-58.14235055021766,16226.558749885024
366,-58.11327937494255,16168.445470510082
367,-58.08422273525508,16110.361247774827
368,-58.05518062388745,16052.30606715094
369,-58.02615303357551,15994.279914117364
370,115.99427991411744,16110.27419403148
371,116.11027419403156,16226.384468225513
372,116.22638446822558,16342.610852693739
373,116.34261085269382,16458.953463546433
374,116.45895346354651,16575.41241700998
375,-58.28770620850502,16517.124710801472
376,116.51712471080155,16633.641835512273
377,-58.316820917756175,16575.325014594517
378,116.5753250145946,16691.90033960911
379,116.6919003396092,16808.59223994872
380,-58.404296119974404,16750.187943828747
381,-58.37509397191441,16691.812849856833
382,116.69181284985692,16808.50466270669
383,-58.404252331353376,16750.100410375337
384,116.75010041037541,16866.850510785713
385,-58.43342525539289,16808.41708553032
386,116.80841708553038,16925.22550261585
387,116.9252255026159,17042.150728118464
388,117.04215072811854,17159.19287884658
389,117.15919287884662,17276.35207172543
390,-58.63817603586274,17217.713895689565
391,117.21771389568963,17334.931609585256
392,-58.667465804792656,17276.264143780463
393,117.27626414378051,17393.540407924243
394,117.3935404079243,17510.933948332167
395,117.51093394833222,17628.4448822805
396,-58.814222441140274,17569.63065983936
397,-58.78481532991971,17510.84584450944
398,117.51084584450949,17628.35669035395
399,-58.814178345177,17569.542512008775
400,-58.78477125600441,17510.75774075277
401,-58.75537887037641,17452.002361882394
402,117.45200236188244,17569.454364244277
403,-58.78472718212217,17510.669637062154
404,-58.7553348185311,17451.914302243622
405,-58.72595715112183,17393.1883450925
406,-58.69659417254627,17334.491750919955
407,117.33449175092,17451.826242670875
408,-58.72591312133545,17393.10032954954
409,117.3931003295496,17510.49342987909
410,-58.75524671493957,17451.73818316415
411,117.4517381831642,17569.189921347315
412,-58.78459496067368,17510.40532638664
413,117.5104053263867,17627.915731713027
414,117.62791573171307,17745.54364744474
415,117.74554364744479,17863.289191092186
416,117.86328919109224,17981.15248028328
417,-58.990576240141664,17922.161904043136
418,-58.961080952021604,17863.200823091116
419,117.86320082309118,17981.06402391421
420,117.98106402391426,18099.045087938124
421,118.09904508793818,18217.144133026064
422,118.21714413302612,18335.36127715909
423,118.33536127715914,18453.69663843625
424,118.45369663843628,18572.150335074686
425,-59.28607516753737,18512.86425990715
426,-59.2564321299536,18453.607827777196
427,118.45360782777723,18572.061435604974
428,118.57206143560502,18690.633497040577
429,118.69063349704064,18809.324130537618
430,118.80932413053766,18928.133454668154
431,118.92813345466818,19047.061588122822
432,119.04706158812287,19166.108649710946
433,-59.583054324855496,19106.52559538609
434,119.10652559538613,19225.632120981478
435,-59.61281606049076,19166.01930492099
436,-59.58300965246051,19106.43629526853
437,119.10643629526857,19225.542731563797
438,119.22554273156385,19344.768274295362
439,-59.67238413714771,19285.095890158213
440,-59.642547945079144,19225.45334221313
441,119.22545334221319,19344.678795555345
442,119.3446787955554,19464.0234743509
443,119.46402347435097,19583.48749782525
444,119.58348749782532,19703.070985323073
445,-59.851535492661576,19643.219449830412
446,119.6432194498305,19762.862669280243
447,119.76286266928032,19882.62553194952
448,119.8826255319496,20002.508157481472
449,120.00250815748153,20122.510665638954
450,120.12251066563903,20242.633176304593
451,120.24263317630465,20362.875809480898
452,-60.18143790474048,20302.69437157616
453,-60.1513471857881,20242.543024390372
454,120.24254302439043,20362.78556741476
455,-60.18139278370741,20302.604174631055
456,120.3026041746311,20422.906778805685
457,120.42290677880574,20543.329685584493
458,-60.27166484279227,20483.0580207417
459,120.48305802074177,20603.541078762442
460,120.60354107876252,20724.144619841205
461,120.72414461984127,20844.868764461047
462,120.84486876446111,20965.713633225507
463,-60.48285681661279,20905.230776408895
464,120.90523077640897,21026.136007185305
465,-60.513068003592686,20965.622939181714
466,120.96562293918176,21086.588562120894
467,121.08658856212094,21207.675150683015
468,121.20767515068309,21328.882825833698
469,-60.66444141291687,21268.21838442078
470,121.26821838442083,21389.4866028052
471,121.38948660280526,21510.876089408004
472,121.51087608940804,21632.38696549741
473,121.63238696549746,21754.01935246291
474,-60.87700967623148,21693.14234278668
475,121.69314234278673,21814.835485129464
476,-60.90741774256476,21753.9280673869
477,121.75392806738697,21875.681995454288
478,-60.937840997727164,21814.74415445656
479,121.81474415445662,21936.558898611016
480,121.93655889861107,22058.495457509627
481,122.0584954575097,22180.553952967137
482,122.1805539529672,22302.734506920104
483,122.30273450692016,22425.037241427024
484,122.42503724142708,22547.462278668452
485,122.54746227866849,22670.00974094712
486,122.67000974094718,22792.67975068807
487,-61.39633987534407,22731.283410812724
488,-61.3656417054064,22669.917769107316
489,122.66991776910739,22792.587686876424
490,122.79258768687649,22915.3802745633
491,122.91538027456336,23038.295654837864
492,-61.519147827418955,22976.776507010447
493,122.97677650701051,23099.753283517457
494,123.09975328351753,23222.853036800974
495,123.22285303680104,23346.075889837775
496,123.34607588983783,23469.42196572761
497,-61.734710982863845,23407.68725474475
498,-61.7038436273724,23345.983411117377
499,123.34598341111744,23469.329394528493
500,123.46932939452854,23592.79872392302
501,-61.79639936196154,23531.002324561057
502,123.53100232456111,23654.53332688562
503,123.65453332688567,23778.187860212503
504,123.77818786021255,23901.966048072714
505,123.90196604807278,24025.868014120788
506,124.02586801412083,24149.893882134907
507,-62.07494694106748,24087.81893519384
508,124.08781893519391,24211.906754129035
509,124.21190675412909,24336.118660883163
510,124.33611866088323,24460.454779544045
511,124.46045477954411,24584.915234323587
512,-62.29245761716183,24522.622776706427
513,124.5226227767065,24647.14539948313
514,124.64714539948321,24771.792544882614
515,-62.38589627244135,24709.406648610173
516,124.70940664861025,24834.116055258783
517,124.83411605525887,24958.95017131404
518,124.95895017131411,25083.909121485354
519,125.08390912148543,25208.993030606838
520,125.20899303060692,25334.202023637445
521,125.33420202363753,25459.536225661082
522,125.45953622566117,25584.995761886745
523,125.58499576188683,25710.580757648633
524,125.71058075764873,25836.29133840628
525,-62.918145669203184,25773.37319273708
526,125.77337319273715,25899.146565929816
527,-62.94957328296495,25836.196992646852
528,-62.918098496323466,25773.278894150528
529,125.77327889415062,25899.052173044678
530,125.89905217304477,26024.951225217723
531,126.02495122521782,26150.976176442942
532,126.15097617644304,26277.127152619385
533,-63.13856357630974,26213.988589043074
534,126.21398858904318,26340.202577632117
535,-63.170101288816106,26277.032476343302
536,-63.138516238171704,26213.89396010513
537,126.21389396010522,26340.107854065238
538,-63.170053927032654,26276.937800138207
539,126.27693780013828,26403.214737938346
540,126.40321473793843,26529.617952676283
541,-63.26480897633818,26466.353143699944
542,-63.23317657185001,26403.119967128092
543,-63.201559983564074,26339.918407144527
544,-63.1699592035723,26276.748447940954
545,-63.138374223970516,26213.610073716984
546,126.21361007371705,26339.8236837907
547,126.33982368379077,26466.163507474488
548,126.46616350747456,26592.62967098196
549,-63.29631483549102,26529.33335614647
550,-63.264666678073276,26466.068689468397
551,126.46606868946847,26592.534758157864
552,-63.29626737907896,26529.238490778785
553,126.52923849077887,26655.767729269563
554,-63.32788386463482,26592.439845404926
555,-63.2962199227025,26529.143625482222
556,-63.264571812741146,26465.87905366948
557,-63.23293952683478,26402.646114142644
558,126.40264611414273,26529.04876025679
559,-63.264524380128435,26465.78423587666
560,126.46578423587674,26592.250020112537
561,-63.2961250100563,26528.95389510248
562,126.52895389510255,26655.482848997584
563,126.65548284899765,26782.13833184658
564,-63.391069165923334,26718.74726268066
565,126.71874726268072,26845.46600994334
566,126.84546600994344,26972.311475953284
567,-63.486155737976674,26908.825320215306
568,126.90882532021539,27035.734145535524
569,127.0357341455356,27162.76987968106
570,-63.58138493984057,27099.188494741218
571,-63.54959424737065,27035.638900493846
572,-63.51781945024697,26972.1210810436
573,126.97212108104368,27099.09320212464
574,-63.54954660106236,27035.54365552358
575,127.03554365552367,27162.5791991791
576,-63.581289599589596,27098.99790957951
577,127.0989979095796,27226.09690748909
578,127.22609690748916,27353.323004396578
579,-63.67666150219833,27289.64634289438
580,127.28964634289446,27416.935989237274
581,127.41693598923734,27544.35292522651
582,127.5443529252266,27671.897278151737
583,127.67189727815183,27799.56917542989
584,127.79956917542998,27927.36874460532
585,127.92736874460542,28055.296113349923
586,-64.027648056675,27991.268465293248
587,-63.99563423264667,27927.2728310606
588,127.92727283106069,28055.20010389166
589,128.05520010389176,28183.255303995553
590,128.18325530399565,28311.43855929955
591,128.31143855929966,28439.74999785885
592,-64.21987499892947,28375.53012285992
593,128.37553012286,28503.90565298278
594,128.50390565298287,28632.40955863576
595,128.63240955863586,28761.041968194397
596,-64.38052098409725,28696.6614472103
597,-64.3483307236052,28632.313116486694
598,128.63231311648678,28760.94542960318
599,-64.38047271480164,28696.56495688838
600,128.6965649568885,28825.261521845267
601,128.82526152184536,28954.08678336711
602,-64.47704339168361,28889.60973997543
603,128.88960973997553,29018.499349715403
604,129.01849934971548,29147.51784906512
605,129.14751784906522,29276.665366914185
606,-64.63833268345714,29212.027034230727
607,129.2120270342308,29341.239061264958
608,-64.67061953063252,29276.568441734325
609,129.2765684417344,29405.84501017606
610,-64.70292250508808,29341.142087670974
611,129.34114208767105,29470.483229758647
612,129.47048322975874,29599.953712988405
613,129.59995371298848,29729.553666701395
614,-64.86477683335073,29664.688889868044
615,-64.83234444493405,29599.85654542311
616,129.5998565454232,29729.456401968535
617,129.7294564019686,29859.185858370503
618,-64.92959292918529,29794.25626544132
619,129.7942562654414,29924.050521706762
620,129.92405052170682,30053.974572228468
621,-65.02698728611426,29988.947584942354
622,129.98894758494242,30118.936532527296
623,-65.05946826626368,30053.877064261033
624,130.0538770642611,30183.930941325292
625,130.18393094132534,30314.11487226662
626,-65.15705743613334,30248.957814830486
627,130.24895781483053,30379.206772645317
628,-65.18960338632267,30314.017169258994
629,-65.15700858462952,30248.860160674365
630,130.2488601606744,30379.10902083504
631,130.3791090208351,30509.488129855876
632,-65.25474406492796,30444.233385790947
633,-65.2221166928955,30379.011269098053
634,130.3790112690981,30509.39028036715
635,-65.2546951401836,30444.13558522697
636,130.44413558522703,30574.5797208122
637,-65.28728986040612,30509.29243095179
638,-65.25464621547592,30444.037784736316
639,-65.22201889236818,30378.81576584395
640,-65.189407882922,30313.626357961028
641,-65.15681317898053,30248.46954478205
642,130.2484695447821,30378.71801432683
643,-65.18935900716343,30313.528655319667
644,-65.15676432765984,30248.371890992006
645,-65.12418594549602,30183.24770504651
646,-65.09162385252328,30118.156081193985
647,130.11815608119403,30248.274237275178
648,130.24827423727524,30378.522511512452
649,-65.18926125575625,30313.333250256695
650,130.31333325025673,30443.646583506954
651,130.44364658350702,30574.09023009046
652,130.5740902300905,30704.66432032055
653,130.7046643203206,30835.36898464087
654,130.83536898464092,30966.20435362551
655,130.96620435362556,31097.170557979138
656,-65.54858527898959,31031.621972700148
657,131.0316219727002,31162.653594672847
658,131.1626535946729,31293.81624826752
659,131.29381624826758,31425.11006451579
660,131.42511006451585,31556.535174580305
661,131.55653517458038,31688.091709754885
662,-65.84404585487746,31622.24766390001
663,-65.81112383195004,31556.436540068058
664,131.55643654006812,31687.992976608126
665,131.68799297660817,31819.680969584733
666,-65.90984048479238,31753.77112909994
667,131.7537711291,31885.52490022904
668,131.8855249002291,32017.41042512927
669,-66.00870521256465,31951.401719916706
670,131.95140171991673,32083.353121636625
671,-66.04167656081833,32017.311445075808
672,132.01731144507582,32149.328756520885
673,-66.07466437826047,32083.254092142623
674,132.08325409214265,32215.337346234766
675,132.2153373462348,32347.552683581
676,-66.17377634179051,32281.37890723921
677,132.28137890723926,32413.66028614645
678,132.4136602861465,32546.073946432596
679,132.54607394643264,32678.62002037903
680,-66.33931001018952,32612.28071036884
681,132.61228071036885,32744.892991079207
682,-66.37244649553962,32678.520544583665
683,132.67852054458368,32811.19906512825
684,132.81119906512828,32944.01026419338
685,132.9440102641934,33076.954274457574
686,133.07695427445756,33210.031228732034
687,-66.60501561436602,33143.426213117666
688,133.14342621311766,33276.56963933078
689,133.2765696393308,33409.84620897011
690,133.40984620897015,33543.25605517908
691,133.54325605517909,33676.79931123426
692,133.67679931123428,33810.476110545496
693,133.81047611054552,33944.28658665604
694,133.94428658665606,34078.2308732427
695,134.07823087324275,34212.30910411594
696,-67.10615455205799,34145.202949563885
697,134.14520294956392,34279.34815251345
698,-67.13967407625674,34212.20847843719
699,134.21220847843722,34346.420686915626
700,-67.17321034345784,34279.24747657217
701,-67.1396237382861,34212.107852833884
702,134.21210785283392,34346.31996068672
703,134.34631996068677,34480.666280647405
704,134.48066628064745,34615.14694692805
705,-67.30757347346405,34547.83937345458
706,134.54783937345462,34682.387212828035
707,-67.34119360641405,34615.04601922162
708,134.6150460192217,34749.66106524084
709,-67.37483053262046,34682.28623470822
710,134.6822862347083,34816.96852094293
711,-67.40848426047151,34749.56003668246
712,-67.37478001834128,34682.18525666412
713,134.6821852566642,34816.86744192078
714,-67.40843372096043,34749.459008199825
715,-67.37472950409995,34682.08427869572
716,134.68208427869578,34816.76636297442
717,-67.40838318148724,34749.357979792934
718,134.749357979793,34884.10733777273
719,134.8841073377728,35018.9914451105
720,135.01899144511057,35154.01043655561
721,135.15401043655567,35289.16444699217
722,135.28916444699223,35424.45361143916
723,-67.71222680571961,35356.74138463344
724,-67.67837069231676,35289.06301394112
725,-67.6445315069706,35221.41848243415
726,135.22141848243422,35356.63990091658
727,135.35663990091663,35491.9965408175
728,135.49199654081755,35627.48853735832
729,-67.81374426867919,35559.67479308964
730,135.55967479308967,35695.23446788273
731,-67.84761723394139,35627.386850648785
732,135.62738685064886,35763.01423749943
733,135.7630142374995,35898.77725173693
734,-67.94938862586851,35830.82786311106
735,-67.91541393155558,35762.9124491795
736,135.7629124491796,35898.67536162868
737,135.8986753616288,36034.57403699031
738,-68.01728701849521,35966.55674997181
739,135.96655674997191,36102.52330672178
740,-68.05126165336094,36034.47204506842
741,-68.01723602253426,35966.454809045885
742,-67.98322740452299,35898.47158164136
743,-67.94923579082072,35830.522345850535
744,-67.91526117292533,35762.60708467761
745,135.7626070846777,35898.36969176229
746,-67.94918484588119,35830.42050691641
747,-67.91521025345826,35762.50529666295
748,135.76250529666305,35898.26780195961
749,-67.94913390097986,35830.31866805864
750,135.83031866805874,35966.148986726694
751,-67.9830744933634,35898.16591223333
752,135.89816591223345,36034.064078145566
753,136.03406407814566,36170.09814222371
754,-68.08504907111191,36102.0130931526
755,-68.05100654657635,36033.96208660602
756,-68.01698104330306,35965.94510556272
757,-67.98297255278142,35897.96213300994
